p_index_int,"acc_tag","acc_txt","replaceText","print_index","Print_index_a0000"
1054,"_1020_","1020","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1020_','a01054') WHERE 1; ","1054","a01054"
1055,"_1026_","1026","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1026_','a01055') WHERE 1; ","1055","a01055"
1056,"_1022_","1022","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1022_','a01056') WHERE 1; ","1056","a01056"
1057,"_1023_","1023","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1023_','a01057') WHERE 1; ","1057","a01057"
1058,"_1024_","1024","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1024_','a01058') WHERE 1; ","1058","a01058"
1059,"_1019_","1019","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1019_','a01059') WHERE 1; ","1059","a01059"
1060,"_1021_","1021","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1021_','a01060') WHERE 1; ","1060","a01060"
1061,"_1025_","1025","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1025_','a01061') WHERE 1; ","1061","a01061"
1062,"_986_","986","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_986_','a01062') WHERE 1; ","1062","a01062"
1063,"_10_","10","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_10_','a01063') WHERE 1; ","1063","a01063"
1064,"_877_","877","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_877_','a01064') WHERE 1; ","1064","a01064"
1065,"_876_","876","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_876_','a01065') WHERE 1; ","1065","a01065"
1066,"_878_","878","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_878_','a01066') WHERE 1; ","1066","a01066"
1067,"_238_","238","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_238_','a01067') WHERE 1; ","1067","a01067"
1068,"_879_","879","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_879_','a01068') WHERE 1; ","1068","a01068"
1069,"_881_","881","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_881_','a01069') WHERE 1; ","1069","a01069"
1070,"_880_","880","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_880_','a01070') WHERE 1; ","1070","a01070"
1071,"_885_","885","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_885_','a01071') WHERE 1; ","1071","a01071"
1072,"_882_","882","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_882_','a01072') WHERE 1; ","1072","a01072"
1073,"_888_","888","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_888_','a01073') WHERE 1; ","1073","a01073"
1074,"_887_","887","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_887_','a01074') WHERE 1; ","1074","a01074"
1075,"_883_","883","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_883_','a01075') WHERE 1; ","1075","a01075"
1076,"_884_","884","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_884_','a01076') WHERE 1; ","1076","a01076"
1077,"_890_","890","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_890_','a01077') WHERE 1; ","1077","a01077"
1078,"_889_","889","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_889_','a01078') WHERE 1; ","1078","a01078"
1079,"_1031_","1031","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1031_','a01079') WHERE 1; ","1079","a01079"
1080,"_241_","241","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_241_','a01080') WHERE 1; ","1080","a01080"
1081,"_239_","239","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_239_','a01081') WHERE 1; ","1081","a01081"
1082,"_240_","240","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_240_','a01082') WHERE 1; ","1082","a01082"
1083,"_4063_","4063","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4063_','a01083') WHERE 1; ","1083","a01083"
1084,"_4067_","4067","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4067_','a01084') WHERE 1; ","1084","a01084"
1085,"_4065_","4065","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4065_','a01085') WHERE 1; ","1085","a01085"
1086,"_4061_","4061","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4061_','a01086') WHERE 1; ","1086","a01086"
1087,"_4064_","4064","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4064_','a01087') WHERE 1; ","1087","a01087"
1088,"_4060_","4060","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4060_','a01088') WHERE 1; ","1088","a01088"
1089,"_4066_","4066","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4066_','a01089') WHERE 1; ","1089","a01089"
1090,"_4068_","4068","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4068_','a01090') WHERE 1; ","1090","a01090"
1091,"_4062_","4062","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_4062_','a01091') WHERE 1; ","1091","a01091"
1092,"_242_","242","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_242_','a01092') WHERE 1; ","1092","a01092"
1093,"_245_","245","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_245_','a01093') WHERE 1; ","1093","a01093"
1094,"_244_","244","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_244_','a01094') WHERE 1; ","1094","a01094"
1095,"_243_","243","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_243_','a01095') WHERE 1; ","1095","a01095"
1096,"_891_","891","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_891_','a01096') WHERE 1; ","1096","a01096"
1097,"_991c_","991c","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_991c_','a01097') WHERE 1; ","1097","a01097"
1098,"_988_","988","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_988_','a01098') WHERE 1; ","1098","a01098"
1099,"_991b_","991b","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_991b_','a01099') WHERE 1; ","1099","a01099"
1100,"_990_","990","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_990_','a01100') WHERE 1; ","1100","a01100"
1101,"_989_","989","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_989_','a01101') WHERE 1; ","1101","a01101"
1102,"_991a_","991a","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_991a_','a01102') WHERE 1; ","1102","a01102"
1103,"_987_","987","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_987_','a01103') WHERE 1; ","1103","a01103"
1104,"_991_","991","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_991_','a01104') WHERE 1; ","1104","a01104"
1105,"_995_","995","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_995_','a01105') WHERE 1; ","1105","a01105"
1106,"_993_","993","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_993_','a01106') WHERE 1; ","1106","a01106"
1107,"_996_","996","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_996_','a01107') WHERE 1; ","1107","a01107"
1108,"_997_","997","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_997_','a01108') WHERE 1; ","1108","a01108"
1109,"_994_","994","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_994_','a01109') WHERE 1; ","1109","a01109"
1110,"_880a_","880a","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_880a_','a01110') WHERE 1; ","1110","a01110"
1111,"_880b_","880b","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_880b_','a01111') WHERE 1; ","1111","a01111"
1112,"_11_","11","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_11_','a01112') WHERE 1; ","1112","a01112"
1113,"_1028_","1028","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1028_','a01113') WHERE 1; ","1113","a01113"
1114,"_1027_","1027","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1027_','a01114') WHERE 1; ","1114","a01114"
1115,"_892_","892","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_892_','a01115') WHERE 1; ","1115","a01115"
1116,"_249_","249","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_249_','a01116') WHERE 1; ","1116","a01116"
1117,"_250_","250","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_250_','a01117') WHERE 1; ","1117","a01117"
1118,"_248_","248","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_248_','a01118') WHERE 1; ","1118","a01118"
1119,"_252_","252","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_252_','a01119') WHERE 1; ","1119","a01119"
1120,"_251_","251","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_251_','a01120') WHERE 1; ","1120","a01120"
1121,"_246_","246","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_246_','a01121') WHERE 1; ","1121","a01121"
1122,"_247_","247","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_247_','a01122') WHERE 1; ","1122","a01122"
1123,"_253_","253","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_253_','a01123') WHERE 1; ","1123","a01123"
1124,"_262_","262","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_262_','a01124') WHERE 1; ","1124","a01124"
1125,"_276_","276","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_276_','a01125') WHERE 1; ","1125","a01125"
1126,"_278_","278","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_278_','a01126') WHERE 1; ","1126","a01126"
1127,"_260_","260","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_260_','a01127') WHERE 1; ","1127","a01127"
1128,"_273_","273","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_273_','a01128') WHERE 1; ","1128","a01128"
1129,"_263_","263","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_263_','a01129') WHERE 1; ","1129","a01129"
1130,"_272_","272","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_272_','a01130') WHERE 1; ","1130","a01130"
1131,"_255_","255","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_255_','a01131') WHERE 1; ","1131","a01131"
1132,"_258_","258","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_258_','a01132') WHERE 1; ","1132","a01132"
1133,"_279_","279","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_279_','a01133') WHERE 1; ","1133","a01133"
1134,"_259_","259","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_259_','a01134') WHERE 1; ","1134","a01134"
1135,"_275_","275","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_275_','a01135') WHERE 1; ","1135","a01135"
1136,"_274_","274","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_274_','a01136') WHERE 1; ","1136","a01136"
1137,"_277_","277","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_277_','a01137') WHERE 1; ","1137","a01137"
1138,"_268_","268","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_268_','a01138') WHERE 1; ","1138","a01138"
1139,"_267_","267","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_267_','a01139') WHERE 1; ","1139","a01139"
1140,"_254_","254","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_254_','a01140') WHERE 1; ","1140","a01140"
1141,"_264_","264","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_264_','a01141') WHERE 1; ","1141","a01141"
1142,"_271_","271","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_271_','a01142') WHERE 1; ","1142","a01142"
1143,"_266_","266","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_266_','a01143') WHERE 1; ","1143","a01143"
1144,"_269_","269","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_269_','a01144') WHERE 1; ","1144","a01144"
1145,"_261_","261","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_261_','a01145') WHERE 1; ","1145","a01145"
1146,"_265_","265","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_265_','a01146') WHERE 1; ","1146","a01146"
1147,"_256_","256","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_256_','a01147') WHERE 1; ","1147","a01147"
1148,"_270_","270","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_270_','a01148') WHERE 1; ","1148","a01148"
1149,"_257_","257","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_257_','a01149') WHERE 1; ","1149","a01149"
1150,"_893_","893","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_893_','a01150') WHERE 1; ","1150","a01150"
1151,"_894_","894","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_894_','a01151') WHERE 1; ","1151","a01151"
1152,"_950_","950","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_950_','a01152') WHERE 1; ","1152","a01152"
1153,"_900_","900","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_900_','a01153') WHERE 1; ","1153","a01153"
1154,"_899_","899","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_899_','a01154') WHERE 1; ","1154","a01154"
1155,"_901_","901","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_901_','a01155') WHERE 1; ","1155","a01155"
1156,"_898_","898","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_898_','a01156') WHERE 1; ","1156","a01156"
1157,"_897_","897","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_897_','a01157') WHERE 1; ","1157","a01157"
1158,"_896_","896","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_896_','a01158') WHERE 1; ","1158","a01158"
1159,"_895_","895","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_895_','a01159') WHERE 1; ","1159","a01159"
1160,"_298_","298","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_298_','a01160') WHERE 1; ","1160","a01160"
1161,"_295_","295","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_295_','a01161') WHERE 1; ","1161","a01161"
1162,"_291_","291","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_291_','a01162') WHERE 1; ","1162","a01162"
1163,"_282_","282","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_282_','a01163') WHERE 1; ","1163","a01163"
1164,"_290_","290","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_290_','a01164') WHERE 1; ","1164","a01164"
1165,"_289_","289","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_289_','a01165') WHERE 1; ","1165","a01165"
1166,"_283_","283","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_283_','a01166') WHERE 1; ","1166","a01166"
1167,"_293_","293","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_293_','a01167') WHERE 1; ","1167","a01167"
1168,"_300_","300","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_300_','a01168') WHERE 1; ","1168","a01168"
1169,"_1032_","1032","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1032_','a01169') WHERE 1; ","1169","a01169"
1170,"_285_","285","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_285_','a01170') WHERE 1; ","1170","a01170"
1171,"_292_","292","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_292_','a01171') WHERE 1; ","1171","a01171"
1172,"_284_","284","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_284_','a01172') WHERE 1; ","1172","a01172"
1173,"_281_","281","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_281_','a01173') WHERE 1; ","1173","a01173"
1174,"_296_","296","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_296_','a01174') WHERE 1; ","1174","a01174"
1175,"_297_","297","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_297_','a01175') WHERE 1; ","1175","a01175"
1176,"_299_","299","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_299_','a01176') WHERE 1; ","1176","a01176"
1177,"_280_","280","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_280_','a01177') WHERE 1; ","1177","a01177"
1178,"_294_","294","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_294_','a01178') WHERE 1; ","1178","a01178"
1179,"_288_","288","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_288_','a01179') WHERE 1; ","1179","a01179"
1180,"_287_","287","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_287_','a01180') WHERE 1; ","1180","a01180"
1181,"_286_","286","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_286_','a01181') WHERE 1; ","1181","a01181"
1182,"_306_","306","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_306_','a01182') WHERE 1; ","1182","a01182"
1183,"_304_","304","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_304_','a01183') WHERE 1; ","1183","a01183"
1184,"_305_","305","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_305_','a01184') WHERE 1; ","1184","a01184"
1185,"_307_","307","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_307_','a01185') WHERE 1; ","1185","a01185"
1186,"_1006_","1006","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1006_','a01186') WHERE 1; ","1186","a01186"
1187,"_999_","999","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_999_','a01187') WHERE 1; ","1187","a01187"
1188,"_1004_","1004","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1004_','a01188') WHERE 1; ","1188","a01188"
1189,"_1005_","1005","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1005_','a01189') WHERE 1; ","1189","a01189"
1190,"_1008_","1008","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1008_','a01190') WHERE 1; ","1190","a01190"
1191,"_1001_","1001","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1001_','a01191') WHERE 1; ","1191","a01191"
1192,"_998_","998","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_998_','a01192') WHERE 1; ","1192","a01192"
1193,"_1007_","1007","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1007_','a01193') WHERE 1; ","1193","a01193"
1194,"_1009_","1009","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1009_','a01194') WHERE 1; ","1194","a01194"
1195,"_1000_","1000","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1000_','a01195') WHERE 1; ","1195","a01195"
1196,"_1003_","1003","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1003_','a01196') WHERE 1; ","1196","a01196"
1197,"_1002_","1002","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_1002_','a01197') WHERE 1; ","1197","a01197"
1198,"_931_","931","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_931_','a01198') WHERE 1; ","1198","a01198"
1199,"_308_","308","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_308_','a01199') WHERE 1; ","1199","a01199"
1200,"_310_","310","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_310_','a01200') WHERE 1; ","1200","a01200"
1201,"_309_","309","UPDATE  `kprint_index_100506` set pind_list = REPLACE(pind_list,'_309_','a01201') WHERE 1; ","1201","a01201"
